employee_id,name,email,department
98,Leticia,Leticia@whalecorp.com,개발팀
99,Ellen,Ellen@whalecorp.com,인사팀
100,Holly,Holly@whalecorp.com,총무팀
101,Matthew,Matthew@whalecorp.com,개발팀
102,Robert,Robert@whalecorp.com,경영팀
103,Nancy,Nancy@whalecorp.com,총무팀
104,Jesus,Jesus@whalecorp.com,기획팀
105,Peggy,Peggy@whalecorp.com,개발팀
106,Harold,Harold@whalecorp.com,개발팀
107,Paul,Paul@whalecorp.com,디자인팀
108,Jaime,Jaime@whalecorp.com,인사팀
109,Ola,Ola@whalecorp.com,개발팀
110,Tana,Tana@whalecorp.com,개발팀
111,Fred,Fred@whalecorp.com,마케팅팀
112,Miles,Miles@whalecorp.com,개발팀
113,Darwin,Darwin@whalecorp.com,개발팀
114,Bruce,Bruce@whalecorp.com,경영팀
115,Lori,Lori@whalecorp.com,개발팀
116,Peggy,Peggy@whalecorp.com,경영팀
117,Christopher,Christopher@whalecorp.com,개발팀
118,Albert,Albert@whalecorp.com,개발팀
119,Christopher,Christopher@whalecorp.com,개발팀
120,James,James@whalecorp.com,개발팀
121,Delbert,Delbert@whalecorp.com,경영팀
122,Maria,Maria@whalecorp.com,개발팀
123,Aaron,Aaron@whalecorp.com,총무팀
124,Don,Don@whalecorp.com,개발팀
125,Bradly,Bradly@whalecorp.com,총무팀
126,George,George@whalecorp.com,디자인팀
127,Lisa,Lisa@whalecorp.com,기획팀
128,Glenn,Glenn@whalecorp.com,마케팅팀
129,Antonia,Antonia@whalecorp.com,디자인팀
130,Gregory,Gregory@whalecorp.com,인사팀
131,James,James@whalecorp.com,개발팀
132,Nellie,Nellie@whalecorp.com,경영팀
133,Stephanie,Stephanie@whalecorp.com,경영팀
134,Donna,Donna@whalecorp.com,기획팀
135,Chris,Chris@whalecorp.com,경영팀
136,Chad,Chad@whalecorp.com,기획팀
137,Nancy,Nancy@whalecorp.com,개발팀
138,Kattie,Kattie@whalecorp.com,경영팀
139,Joan,Joan@whalecorp.com,기획팀
140,Betty,Betty@whalecorp.com,인사팀
141,Jennifer,Jennifer@whalecorp.com,총무팀
142,Cindy,Cindy@whalecorp.com,디자인팀
143,Fred,Fred@whalecorp.com,개발팀
144,John,John@whalecorp.com,총무팀
145,Carmen,Carmen@whalecorp.com,경영팀
146,Katherine,Katherine@whalecorp.com,인사팀
147,Scott,Scott@whalecorp.com,디자인팀
148,Fay,Fay@whalecorp.com,기획팀
149,Ramona,Ramona@whalecorp.com,개발팀
150,Yvonne,Yvonne@whalecorp.com,기획팀
151,Marty,Marty@whalecorp.com,디자인팀
152,Christopher,Christopher@whalecorp.com,인사팀
153,Krystyna,Krystyna@whalecorp.com,개발팀
154,Kenneth,Kenneth@whalecorp.com,인사팀
155,David,David@whalecorp.com,인사팀
156,Paul,Paul@whalecorp.com,디자인팀
157,Marcus,Marcus@whalecorp.com,개발팀
158,Joann,Joann@whalecorp.com,인사팀
159,Jennifer,Jennifer@whalecorp.com,마케팅팀
160,Lillian,Lillian@whalecorp.com,디자인팀
161,Daniel,Daniel@whalecorp.com,마케팅팀
162,Charles,Charles@whalecorp.com,기획팀
163,Velma,Velma@whalecorp.com,인사팀
164,James,James@whalecorp.com,총무팀
165,Rick,Rick@whalecorp.com,인사팀
166,Constance,Constance@whalecorp.com,경영팀
167,John,John@whalecorp.com,마케팅팀
168,Debra,Debra@whalecorp.com,경영팀
169,Francisco,Francisco@whalecorp.com,경영팀
170,Robert,Robert@whalecorp.com,경영팀
171,Lorraine,Lorraine@whalecorp.com,디자인팀
172,Judy,Judy@whalecorp.com,인사팀
173,James,James@whalecorp.com,개발팀
174,Shirley,Shirley@whalecorp.com,개발팀
175,Francisco,Francisco@whalecorp.com,개발팀
176,Misty,Misty@whalecorp.com,개발팀
177,Ryan,Ryan@whalecorp.com,경영팀
178,Alisha,Alisha@whalecorp.com,개발팀
179,Lena,Lena@whalecorp.com,경영팀
180,Jamie,Jamie@whalecorp.com,마케팅팀
181,Johnathon,Johnathon@whalecorp.com,마케팅팀
182,Anthony,Anthony@whalecorp.com,개발팀
183,August,August@whalecorp.com,마케팅팀
184,Krista,Krista@whalecorp.com,개발팀
185,Carl,Carl@whalecorp.com,기획팀
186,Leo,Leo@whalecorp.com,마케팅팀
187,Cynthia,Cynthia@whalecorp.com,디자인팀
188,David,David@whalecorp.com,인사팀
189,Thomas,Thomas@whalecorp.com,개발팀
190,Ryan,Ryan@whalecorp.com,개발팀
191,Leola,Leola@whalecorp.com,개발팀
192,Jimmy,Jimmy@whalecorp.com,디자인팀
193,Marsha,Marsha@whalecorp.com,개발팀
194,Tamara,Tamara@whalecorp.com,총무팀
195,Albert,Albert@whalecorp.com,경영팀
196,Joann,Joann@whalecorp.com,경영팀
197,Beth,Beth@whalecorp.com,개발팀
198,Kenneth,Kenneth@whalecorp.com,기획팀
199,Noelle,Noelle@whalecorp.com,인사팀
200,Mark,Mark@whalecorp.com,디자인팀
201,Dorothy,Dorothy@whalecorp.com,경영팀
202,Jeff,Jeff@whalecorp.com,마케팅팀
203,Angela,Angela@whalecorp.com,개발팀
204,Thomas,Thomas@whalecorp.com,총무팀
205,Gina,Gina@whalecorp.com,인사팀
206,Emily,Emily@whalecorp.com,개발팀
207,Angie,Angie@whalecorp.com,개발팀
208,Elizabeth,Elizabeth@whalecorp.com,인사팀
209,Johnathan,Johnathan@whalecorp.com,마케팅팀
210,Margaret,Margaret@whalecorp.com,개발팀
211,Linda,Linda@whalecorp.com,총무팀
212,Kristin,Kristin@whalecorp.com,기획팀
213,Clara,Clara@whalecorp.com,개발팀
214,Ernest,Ernest@whalecorp.com,개발팀
215,Brian,Brian@whalecorp.com,기획팀
216,Rose,Rose@whalecorp.com,디자인팀
217,Celia,Celia@whalecorp.com,총무팀
218,Johnathan,Johnathan@whalecorp.com,기획팀
219,Virginia,Virginia@whalecorp.com,개발팀
220,Brian,Brian@whalecorp.com,개발팀
221,Bobby,Bobby@whalecorp.com,기획팀
222,Timothy,Timothy@whalecorp.com,개발팀
223,Richard,Richard@whalecorp.com,총무팀
224,Claude,Claude@whalecorp.com,개발팀
225,Michael,Michael@whalecorp.com,경영팀
226,Robert,Robert@whalecorp.com,개발팀
227,Wanda,Wanda@whalecorp.com,마케팅팀
228,Gloria,Gloria@whalecorp.com,마케팅팀
229,Sylvia,Sylvia@whalecorp.com,개발팀
230,George,George@whalecorp.com,개발팀
231,Thomas,Thomas@whalecorp.com,마케팅팀
232,Norma,Norma@whalecorp.com,디자인팀
233,Glenn,Glenn@whalecorp.com,경영팀
234,Charles,Charles@whalecorp.com,경영팀
235,Sara,Sara@whalecorp.com,개발팀
236,Alvin,Alvin@whalecorp.com,인사팀
237,Brenda,Brenda@whalecorp.com,경영팀
238,Steven,Steven@whalecorp.com,기획팀
239,Peggy,Peggy@whalecorp.com,개발팀
240,Veronica,Veronica@whalecorp.com,경영팀
241,Marian,Marian@whalecorp.com,개발팀
242,William,William@whalecorp.com,개발팀
243,Terry,Terry@whalecorp.com,경영팀
244,Carol,Carol@whalecorp.com,개발팀
245,Donald,Donald@whalecorp.com,개발팀
246,Jennie,Jennie@whalecorp.com,개발팀
247,Kevin,Kevin@whalecorp.com,경영팀
248,Bobby,Bobby@whalecorp.com,기획팀
249,Neil,Neil@whalecorp.com,경영팀
250,Vernon,Vernon@whalecorp.com,마케팅팀
251,David,David@whalecorp.com,마케팅팀
252,Desiree,Desiree@whalecorp.com,개발팀
253,John,John@whalecorp.com,마케팅팀
254,Richard,Richard@whalecorp.com,개발팀
255,Christopher,Christopher@whalecorp.com,경영팀
256,Merrill,Merrill@whalecorp.com,경영팀
257,Jose,Jose@whalecorp.com,기획팀
258,Reinaldo,Reinaldo@whalecorp.com,기획팀
259,Sydney,Sydney@whalecorp.com,개발팀
260,Derrick,Derrick@whalecorp.com,디자인팀
261,Marinda,Marinda@whalecorp.com,경영팀
262,Leslie,Leslie@whalecorp.com,경영팀
263,Shirley,Shirley@whalecorp.com,개발팀
264,Vera,Vera@whalecorp.com,경영팀
265,Rita,Rita@whalecorp.com,기획팀
266,Gary,Gary@whalecorp.com,경영팀
267,James,James@whalecorp.com,총무팀
268,Evelyn,Evelyn@whalecorp.com,총무팀
269,Norma,Norma@whalecorp.com,개발팀
270,Christopher,Christopher@whalecorp.com,개발팀
271,Sally,Sally@whalecorp.com,경영팀
272,Roy,Roy@whalecorp.com,개발팀
273,Sherry,Sherry@whalecorp.com,디자인팀
274,Kimberly,Kimberly@whalecorp.com,개발팀
275,Zachary,Zachary@whalecorp.com,인사팀
276,Cynthia,Cynthia@whalecorp.com,개발팀
277,Carmen,Carmen@whalecorp.com,마케팅팀
278,Alma,Alma@whalecorp.com,인사팀
279,Patrick,Patrick@whalecorp.com,경영팀
280,Charles,Charles@whalecorp.com,개발팀
281,Anthony,Anthony@whalecorp.com,인사팀
282,Hyun,Hyun@whalecorp.com,마케팅팀
283,James,James@whalecorp.com,개발팀
284,Todd,Todd@whalecorp.com,마케팅팀
285,Kelly,Kelly@whalecorp.com,경영팀
286,Juanita,Juanita@whalecorp.com,개발팀
287,Mary,Mary@whalecorp.com,총무팀
288,Todd,Todd@whalecorp.com,총무팀
289,Sharon,Sharon@whalecorp.com,인사팀
290,George,George@whalecorp.com,개발팀
291,Betty,Betty@whalecorp.com,개발팀
292,Patti,Patti@whalecorp.com,개발팀
293,Frank,Frank@whalecorp.com,개발팀
294,Jose,Jose@whalecorp.com,디자인팀
295,Edward,Edward@whalecorp.com,마케팅팀
296,Gloria,Gloria@whalecorp.com,경영팀
297,Earl,Earl@whalecorp.com,기획팀
298,Ruth,Ruth@whalecorp.com,개발팀
299,Harry,Harry@whalecorp.com,디자인팀
300,Beverly,Beverly@whalecorp.com,기획팀
301,James,James@whalecorp.com,기획팀
302,Arnoldo,Arnoldo@whalecorp.com,경영팀
303,Marcos,Marcos@whalecorp.com,총무팀
304,Robert,Robert@whalecorp.com,경영팀
305,Donald,Donald@whalecorp.com,디자인팀
306,Bryant,Bryant@whalecorp.com,경영팀
307,Becky,Becky@whalecorp.com,기획팀
308,Rafael,Rafael@whalecorp.com,경영팀
309,Frank,Frank@whalecorp.com,기획팀
310,Bernice,Bernice@whalecorp.com,경영팀
311,Floyd,Floyd@whalecorp.com,디자인팀
312,Justin,Justin@whalecorp.com,개발팀
313,Richard,Richard@whalecorp.com,개발팀
314,Jacinto,Jacinto@whalecorp.com,개발팀
315,John,John@whalecorp.com,인사팀
316,William,William@whalecorp.com,디자인팀
317,Chester,Chester@whalecorp.com,경영팀
318,Luann,Luann@whalecorp.com,기획팀
319,Michael,Michael@whalecorp.com,마케팅팀
320,David,David@whalecorp.com,인사팀
321,Ronald,Ronald@whalecorp.com,개발팀
322,Maria,Maria@whalecorp.com,개발팀
323,Gustavo,Gustavo@whalecorp.com,개발팀
324,Kari,Kari@whalecorp.com,개발팀
325,Jessica,Jessica@whalecorp.com,인사팀
326,Robert,Robert@whalecorp.com,개발팀
327,Simon,Simon@whalecorp.com,개발팀
328,Garry,Garry@whalecorp.com,디자인팀
329,Joyce,Joyce@whalecorp.com,경영팀
330,Denise,Denise@whalecorp.com,경영팀
331,David,David@whalecorp.com,디자인팀
332,Rebecca,Rebecca@whalecorp.com,디자인팀
333,Jean,Jean@whalecorp.com,기획팀
334,Willie,Willie@whalecorp.com,경영팀
335,Terry,Terry@whalecorp.com,마케팅팀
336,Marie,Marie@whalecorp.com,총무팀
337,James,James@whalecorp.com,경영팀
338,Leatrice,Leatrice@whalecorp.com,경영팀
339,Robert,Robert@whalecorp.com,디자인팀
340,Linda,Linda@whalecorp.com,경영팀
341,Ian,Ian@whalecorp.com,개발팀
342,Rachel,Rachel@whalecorp.com,개발팀
343,Tammy,Tammy@whalecorp.com,마케팅팀
344,Edith,Edith@whalecorp.com,기획팀
345,Edward,Edward@whalecorp.com,경영팀
346,Candy,Candy@whalecorp.com,경영팀
347,Anthony,Anthony@whalecorp.com,기획팀
348,Larry,Larry@whalecorp.com,기획팀
349,Shirley,Shirley@whalecorp.com,기획팀
350,David,David@whalecorp.com,디자인팀
351,Walker,Walker@whalecorp.com,경영팀
352,Michael,Michael@whalecorp.com,총무팀
353,Alanna,Alanna@whalecorp.com,총무팀
354,Edith,Edith@whalecorp.com,개발팀
355,Antonio,Antonio@whalecorp.com,경영팀
356,Steven,Steven@whalecorp.com,기획팀
357,Elaine,Elaine@whalecorp.com,경영팀
358,Josephine,Josephine@whalecorp.com,경영팀
359,Derek,Derek@whalecorp.com,개발팀
360,Bernice,Bernice@whalecorp.com,기획팀
361,Paul,Paul@whalecorp.com,개발팀
362,Rosella,Rosella@whalecorp.com,총무팀
363,James,James@whalecorp.com,마케팅팀
364,Eddie,Eddie@whalecorp.com,마케팅팀
365,Opal,Opal@whalecorp.com,개발팀
366,Gloria,Gloria@whalecorp.com,인사팀
367,Kathleen,Kathleen@whalecorp.com,개발팀
368,Louise,Louise@whalecorp.com,경영팀
369,Jarrod,Jarrod@whalecorp.com,개발팀
370,Lewis,Lewis@whalecorp.com,개발팀
371,Yvonne,Yvonne@whalecorp.com,경영팀
372,Fred,Fred@whalecorp.com,기획팀
373,Charles,Charles@whalecorp.com,디자인팀
374,Harry,Harry@whalecorp.com,인사팀
375,Jan,Jan@whalecorp.com,경영팀
376,Michael,Michael@whalecorp.com,인사팀
377,Rose,Rose@whalecorp.com,개발팀
378,Joseph,Joseph@whalecorp.com,개발팀
379,William,William@whalecorp.com,개발팀
380,Mario,Mario@whalecorp.com,마케팅팀
381,Whitney,Whitney@whalecorp.com,기획팀
382,Alton,Alton@whalecorp.com,마케팅팀
383,Sandra,Sandra@whalecorp.com,기획팀
384,Kimberly,Kimberly@whalecorp.com,경영팀
385,Jennifer,Jennifer@whalecorp.com,마케팅팀
386,David,David@whalecorp.com,개발팀
387,Dorothy,Dorothy@whalecorp.com,기획팀
388,Florence,Florence@whalecorp.com,총무팀
389,Monica,Monica@whalecorp.com,경영팀
390,Oscar,Oscar@whalecorp.com,경영팀
391,Richard,Richard@whalecorp.com,개발팀
392,Tommy,Tommy@whalecorp.com,개발팀
393,Ashley,Ashley@whalecorp.com,경영팀
394,Lynn,Lynn@whalecorp.com,디자인팀
395,Larry,Larry@whalecorp.com,마케팅팀
396,Jenny,Jenny@whalecorp.com,디자인팀
397,Elaine,Elaine@whalecorp.com,경영팀
398,Frances,Frances@whalecorp.com,인사팀
399,Donna,Donna@whalecorp.com,마케팅팀
400,Jennie,Jennie@whalecorp.com,인사팀
401,Ricky,Ricky@whalecorp.com,경영팀
402,Sam,Sam@whalecorp.com,디자인팀
403,Deborah,Deborah@whalecorp.com,인사팀
404,Roger,Roger@whalecorp.com,경영팀
405,Yvonne,Yvonne@whalecorp.com,경영팀
406,Yolanda,Yolanda@whalecorp.com,마케팅팀
407,Robert,Robert@whalecorp.com,인사팀
408,Deborah,Deborah@whalecorp.com,디자인팀
409,Margaret,Margaret@whalecorp.com,개발팀
410,Terri,Terri@whalecorp.com,경영팀
411,Brian,Brian@whalecorp.com,디자인팀
412,James,James@whalecorp.com,인사팀
413,Willis,Willis@whalecorp.com,개발팀
414,Julie,Julie@whalecorp.com,개발팀
415,Lee,Lee@whalecorp.com,개발팀
416,William,William@whalecorp.com,개발팀
417,Elizabeth,Elizabeth@whalecorp.com,마케팅팀
418,Salvatore,Salvatore@whalecorp.com,인사팀
419,Carole,Carole@whalecorp.com,개발팀
420,Kimberly,Kimberly@whalecorp.com,경영팀
421,Mary,Mary@whalecorp.com,총무팀
422,Alberta,Alberta@whalecorp.com,개발팀
423,Michelle,Michelle@whalecorp.com,디자인팀
424,Doris,Doris@whalecorp.com,마케팅팀
425,Katie,Katie@whalecorp.com,개발팀
426,Gordon,Gordon@whalecorp.com,개발팀
427,Vernon,Vernon@whalecorp.com,총무팀
428,Chris,Chris@whalecorp.com,기획팀
429,Frederick,Frederick@whalecorp.com,개발팀
430,Christopher,Christopher@whalecorp.com,개발팀
431,Stephanie,Stephanie@whalecorp.com,경영팀
432,Monique,Monique@whalecorp.com,총무팀
433,Mandy,Mandy@whalecorp.com,디자인팀
434,William,William@whalecorp.com,개발팀
435,Linwood,Linwood@whalecorp.com,마케팅팀
436,Amber,Amber@whalecorp.com,개발팀
437,Lynn,Lynn@whalecorp.com,개발팀
438,Wanda,Wanda@whalecorp.com,마케팅팀
439,Pat,Pat@whalecorp.com,개발팀
440,Jonathan,Jonathan@whalecorp.com,개발팀
441,Mark,Mark@whalecorp.com,개발팀
442,Teresa,Teresa@whalecorp.com,개발팀
443,Jose,Jose@whalecorp.com,경영팀
444,Betty,Betty@whalecorp.com,인사팀
445,Dave,Dave@whalecorp.com,디자인팀
446,Samuel,Samuel@whalecorp.com,기획팀
447,Kimberly,Kimberly@whalecorp.com,개발팀
448,Melissa,Melissa@whalecorp.com,총무팀
449,Lisa,Lisa@whalecorp.com,인사팀
450,Randall,Randall@whalecorp.com,경영팀
451,Deborah,Deborah@whalecorp.com,총무팀
452,Joel,Joel@whalecorp.com,기획팀
453,Evelyn,Evelyn@whalecorp.com,개발팀
454,Gladys,Gladys@whalecorp.com,기획팀
455,Robert,Robert@whalecorp.com,개발팀
456,Nancy,Nancy@whalecorp.com,기획팀
457,Dan,Dan@whalecorp.com,개발팀
458,Heidi,Heidi@whalecorp.com,개발팀
459,Brad,Brad@whalecorp.com,마케팅팀
460,Marlene,Marlene@whalecorp.com,기획팀
461,Louise,Louise@whalecorp.com,경영팀
462,Alice,Alice@whalecorp.com,개발팀
463,Richard,Richard@whalecorp.com,디자인팀
464,Robert,Robert@whalecorp.com,개발팀
465,Elizabeth,Elizabeth@whalecorp.com,개발팀
466,Robin,Robin@whalecorp.com,인사팀
467,Willie,Willie@whalecorp.com,경영팀
468,Joann,Joann@whalecorp.com,경영팀
469,Denise,Denise@whalecorp.com,총무팀
470,Marie,Marie@whalecorp.com,개발팀
471,Elizabeth,Elizabeth@whalecorp.com,디자인팀
472,Susan,Susan@whalecorp.com,개발팀
473,Angela,Angela@whalecorp.com,디자인팀
474,Lula,Lula@whalecorp.com,개발팀
475,Maggie,Maggie@whalecorp.com,디자인팀
476,Kyle,Kyle@whalecorp.com,마케팅팀
477,Ann,Ann@whalecorp.com,인사팀
478,Patricia,Patricia@whalecorp.com,기획팀
479,Candace,Candace@whalecorp.com,인사팀
480,Connie,Connie@whalecorp.com,디자인팀
481,Betty,Betty@whalecorp.com,개발팀
482,Krystina,Krystina@whalecorp.com,기획팀
483,Michelle,Michelle@whalecorp.com,개발팀
484,Virginia,Virginia@whalecorp.com,마케팅팀
485,Freeda,Freeda@whalecorp.com,총무팀
486,Jessica,Jessica@whalecorp.com,개발팀
487,Kevin,Kevin@whalecorp.com,경영팀
488,Lee,Lee@whalecorp.com,개발팀
489,Blanca,Blanca@whalecorp.com,기획팀
490,Frank,Frank@whalecorp.com,디자인팀
491,Paul,Paul@whalecorp.com,개발팀
492,Jessica,Jessica@whalecorp.com,개발팀
493,Phyllis,Phyllis@whalecorp.com,경영팀
494,Sarah,Sarah@whalecorp.com,디자인팀
495,William,William@whalecorp.com,개발팀
496,Shanon,Shanon@whalecorp.com,인사팀
497,Pamela,Pamela@whalecorp.com,개발팀
498,Sonya,Sonya@whalecorp.com,개발팀
499,Ben,Ben@whalecorp.com,개발팀
500,Karen,Karen@whalecorp.com,기획팀
501,Mark,Mark@whalecorp.com,인사팀
502,Carmelita,Carmelita@whalecorp.com,총무팀
503,Lucille,Lucille@whalecorp.com,경영팀
504,Joseph,Joseph@whalecorp.com,개발팀
505,Melvin,Melvin@whalecorp.com,마케팅팀
506,Cheryl,Cheryl@whalecorp.com,개발팀
507,Pauline,Pauline@whalecorp.com,개발팀
508,Joseph,Joseph@whalecorp.com,마케팅팀
509,Justin,Justin@whalecorp.com,기획팀
510,Betty,Betty@whalecorp.com,개발팀
511,Martha,Martha@whalecorp.com,개발팀
512,Pauline,Pauline@whalecorp.com,기획팀
513,Sheri,Sheri@whalecorp.com,경영팀
514,Dawn,Dawn@whalecorp.com,경영팀
515,Willie,Willie@whalecorp.com,개발팀
516,Jennifer,Jennifer@whalecorp.com,인사팀
517,Patricia,Patricia@whalecorp.com,인사팀
518,Marion,Marion@whalecorp.com,디자인팀
519,Cathy,Cathy@whalecorp.com,경영팀
520,Cliff,Cliff@whalecorp.com,개발팀
521,Herman,Herman@whalecorp.com,개발팀
522,Richard,Richard@whalecorp.com,총무팀
523,Jo,Jo@whalecorp.com,경영팀
524,Velda,Velda@whalecorp.com,개발팀
525,Beth,Beth@whalecorp.com,개발팀
526,Diane,Diane@whalecorp.com,마케팅팀
527,Pablo,Pablo@whalecorp.com,총무팀
528,Tyrone,Tyrone@whalecorp.com,총무팀
529,Connie,Connie@whalecorp.com,인사팀
530,David,David@whalecorp.com,디자인팀
531,Terry,Terry@whalecorp.com,기획팀
532,Monica,Monica@whalecorp.com,마케팅팀
533,David,David@whalecorp.com,개발팀
534,Kenneth,Kenneth@whalecorp.com,경영팀
535,Kyle,Kyle@whalecorp.com,마케팅팀
536,Michael,Michael@whalecorp.com,인사팀
537,Daryl,Daryl@whalecorp.com,기획팀
538,Celia,Celia@whalecorp.com,마케팅팀
539,Tasia,Tasia@whalecorp.com,총무팀
540,Matthew,Matthew@whalecorp.com,경영팀
541,Lindsay,Lindsay@whalecorp.com,경영팀
542,Michel,Michel@whalecorp.com,개발팀
543,Gary,Gary@whalecorp.com,개발팀
544,John,John@whalecorp.com,기획팀
545,Stevie,Stevie@whalecorp.com,마케팅팀
546,Phillip,Phillip@whalecorp.com,경영팀
547,Fredrick,Fredrick@whalecorp.com,개발팀
548,Gwen,Gwen@whalecorp.com,총무팀
549,Eloy,Eloy@whalecorp.com,개발팀
550,Sarah,Sarah@whalecorp.com,개발팀
551,Kelly,Kelly@whalecorp.com,기획팀
552,Robert,Robert@whalecorp.com,기획팀
553,Nancy,Nancy@whalecorp.com,개발팀
554,Steven,Steven@whalecorp.com,개발팀
555,Regina,Regina@whalecorp.com,총무팀
556,Carol,Carol@whalecorp.com,총무팀
557,Tracey,Tracey@whalecorp.com,개발팀
558,Patrick,Patrick@whalecorp.com,인사팀
559,Chelsey,Chelsey@whalecorp.com,기획팀
560,Nancy,Nancy@whalecorp.com,기획팀
561,Ruth,Ruth@whalecorp.com,마케팅팀
562,Michael,Michael@whalecorp.com,개발팀
563,David,David@whalecorp.com,개발팀
564,Andrew,Andrew@whalecorp.com,개발팀
565,Frances,Frances@whalecorp.com,개발팀
566,James,James@whalecorp.com,인사팀
567,Jane,Jane@whalecorp.com,총무팀
568,Glenda,Glenda@whalecorp.com,경영팀
569,Brian,Brian@whalecorp.com,경영팀
570,Michael,Michael@whalecorp.com,인사팀
571,Kathryn,Kathryn@whalecorp.com,개발팀
572,Sondra,Sondra@whalecorp.com,마케팅팀
573,Raymond,Raymond@whalecorp.com,기획팀
574,Leigh,Leigh@whalecorp.com,개발팀
575,Hazel,Hazel@whalecorp.com,기획팀
